
Generated at: 2022/03/05 19:08:00
mirDIP version: 5.0.2.3.
Database version: 5.0.2.2



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p,hsa-miR-126-3p,hsa-miR-138,hsa-miR-146b-5p,hsa-miR-205-5p,hsa-miR-205-3p,hsa-miR-30a-5p,hsa-miR-30a-3p,hsa-miR-30d-5p,hsa-miR-30d-3p,hsa-miR-31-5p,hsa-miR-31-3p,hsa-miR-34c-3p,hsa-miR-34c-5p,hsa-miR-652-5p,hsa-miR-652-3p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol	Suggestion	Updated Symbol at Database
hsa-miR-138	not in database for selected minimum score or unknow microRNA	

Note: Suggested mircoRNAs may NOT be found in database.


Results (2506) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
ELAPOR2	A8MWY0		hsa-miR-30d-3p	0.576566691495796	11	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
USP6NL	Q92738		hsa-miR-30a-3p	0.576526563773436	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
KRAS	P01116		hsa-miR-30a-3p	0.576383637740507	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CLASP2	O75122		hsa-miR-146b-5p	0.575887575425288	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|mirmap_May_2021|MiRNATIP|mirzag
ARF6	P62330		hsa-miR-30d-3p	0.575688894814522	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
NOL4	O94818		hsa-miR-205-3p	0.575465974917399	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
BZW1	Q7L1Q6		hsa-miR-126-5p	0.575287495146144	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
C12orf29	Q8N999		hsa-miR-205-5p	0.575182341905156	9	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
PDK1	Q15118		hsa-miR-30d-3p	0.574787480230191	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ESYT2	A0FGR8		hsa-miR-146b-5p	0.574751797387175	11	Very High	MBStar|MirTar2|MultiMiTar|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
SLC19A2	O60779		hsa-miR-205-5p	0.574641103641889	9	Very High	MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
NR2C2	P49116		hsa-miR-30d-3p	0.574482635786877	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ERBB4	Q15303		hsa-miR-30d-3p	0.574259023994429	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RRM2B	Q7LG56		hsa-miR-205-3p	0.574130372931148	8	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
MMD	Q15546		hsa-miR-205-5p	0.574018643556764	9	Very High	MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
SIAH1	Q8IUQ4		hsa-miR-30a-3p	0.573889567715942	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
SESTD1	Q86VW0		hsa-miR-30d-3p	0.573590883342174	10	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|RNA22
UBE2J1	Q9Y385		hsa-miR-30d-3p	0.57340882148454	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
TMEM144	Q7Z5S9		hsa-miR-205-5p	0.572425819253249	8	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
NKAPD1	Q6ZUT1		hsa-miR-205-5p	0.572148016877799	8	Very High	Cupid|MBStar|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
PNPT1	Q8TCS8		hsa-miR-205-3p	0.572108038725954	9	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
KLF12	Q9Y4X4		hsa-miR-30a-3p	0.57176765342704	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ANKFY1	Q9P2R3		hsa-miR-30d-3p	0.571715767504054	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
KRAS	P01116		hsa-miR-30d-3p	0.571642224633431	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
EGR1	P18146		hsa-miR-30a-3p	0.5709701432097	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
E2F1	Q01094		hsa-miR-205-5p	0.570646728512474	10	Very High	Cupid|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
BACH1	O14867		hsa-miR-31-3p	0.570502217187428	9	Very High	Cupid|MBStar|PACCMIT|miRTar2GO|MirAncesTar|miRDB_v6|MiRNATIP|mirzag|RNA22
CNOT4	O95628		hsa-miR-126-5p	0.570479476814567	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
KLF12	Q9Y4X4		hsa-miR-205-3p	0.5704077614059	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
EHBP1	Q8NDI1		hsa-miR-31-3p	0.570401989013224	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag
MOSPD2	Q8NHP6		hsa-miR-30a-3p	0.570253847341236	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ANKIB1	Q9P2G1		hsa-miR-30a-3p	0.570240763414413	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
PCNX1	Q96RV3		hsa-miR-205-3p	0.570008548914361	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SS18	Q15532		hsa-miR-30d-3p	0.570001915786447	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
DMXL1	Q9Y485		hsa-miR-205-5p	0.569996476466176	8	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirzag|TargetScan_v7_2
CREB1	P16220		hsa-miR-30d-3p	0.569811673045157	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RAB10	P61026		hsa-miR-205-3p	0.569639254693654	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RUNX1T1	Q06455		hsa-miR-30a-3p	0.569284241751895	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ARPP19	P56211		hsa-miR-30a-3p	0.569230175125649	10	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RUNX1T1	Q06455		hsa-miR-30d-3p	0.569116789993324	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
SAMD8	Q96LT4		hsa-miR-146b-5p	0.568980591240251	11	Very High	Cupid|MBStar|miRTar2GO|MirAncesTar|mirCoX|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
NCKAP1	Q9Y2A7		hsa-miR-34c-3p	0.568875440520376	8	Very High	Cupid|MirTar2|MirAncesTar|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
SS18	Q15532		hsa-miR-205-5p	0.56877264540164	11	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ATG12	O94817		hsa-miR-30a-3p	0.567996208705922	9	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
HNRNPH3	P31942		hsa-miR-205-5p	0.567848055301871	6	Very High	Cupid|MBStar|miRTar2GO|miRDB_v6|mirzag|TargetScan_v7_2
L2HGDH	Q9H9P8		hsa-miR-126-5p	0.5677094138257	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag
ROCK2	O75116		hsa-miR-205-3p	0.56755294765596	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
FAM104A	Q969W3		hsa-miR-30a-3p	0.567446695353109	10	Very High	MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
DDX3X	O00571		hsa-miR-205-3p	0.567430824965463	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
RNF146	Q9NTX7		hsa-miR-205-5p	0.567395847012564	6	Very High	MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
KCTD15	Q96SI1		hsa-miR-146b-5p	0.566607212718091	12	Very High	MBStar|MultiMiTar|PACCMIT|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|mirbase|mirmap_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
MPP2	Q14168		hsa-miR-205-5p	0.566478902293532	9	Very High	MBStar|PACCMIT|bitargeting_May_2021|MirAncesTar|mirbase|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PCLO	Q9Y6V0		hsa-miR-205-3p	0.566388457094483	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
TAOK1	Q7L7X3		hsa-miR-205-5p	0.566334130898129	9	Very High	MBStar|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
DNM3	Q9UQ16		hsa-miR-205-3p	0.565542057265674	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22
PCGF5	Q86SE9		hsa-miR-30a-3p	0.56549600166738	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
LRATD2	Q96KN1		hsa-miR-205-5p	0.565205074363358	10	Very High	MBStar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
SOX6	P35712		hsa-miR-126-5p	0.564925337391839	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ZNF644	Q9H582		hsa-miR-30a-3p	0.564921899998855	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
BMT2	Q1RMZ1		hsa-miR-30d-3p	0.564915814878506	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CD80	P33681		hsa-miR-146b-5p	0.564283389535684	8	Very High	MirTar2|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|TargetScan_v7_2
PHACTR2	O75167		hsa-miR-30a-3p	0.564265059101436	9	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
CRTC2	Q53ET0		hsa-miR-205-5p	0.564020070421556	12	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
GALNT7	Q86SF2		hsa-miR-30a-3p	0.563952105282701	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
KMT5B	Q4FZB7		hsa-miR-30d-3p	0.563849791940345	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
C3orf80	F5H4A9		hsa-miR-205-5p	0.563767266640431	6	Very High	MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|TargetScan_v7_2
ATP1A1	P05023		hsa-miR-30a-3p	0.563703658053207	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag
DYRK2	Q92630		hsa-miR-30a-3p	0.563592893279108	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
C5orf47	Q569G3		hsa-miR-126-5p	0.56335097802332	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
YWHAB	P31946		hsa-miR-205-3p	0.563277739773329	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
MDM4	O15151		hsa-miR-126-5p	0.563264682109749	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
C5orf24	Q7Z6I8		hsa-miR-205-3p	0.56312836637735	9	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
RALB	P11234		hsa-miR-30a-3p	0.562987555374069	10	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CC2D2B	Q6DHV5		hsa-miR-205-5p	0.562900061449627	6	Very High	MirTar2|MirAncesTar|miranda_May_2021|MiRNATIP|RNA22|TargetScan_v7_2
MFNG	O00587		hsa-miR-205-5p	0.56282919186132	9	Very High	MBStar|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
GNE	Q9Y223		hsa-miR-126-5p	0.562819322059824	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
TEAD1	P28347		hsa-miR-30a-3p	0.562655548670662	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PARVA	Q9NVD7		hsa-miR-30a-3p	0.562445288986515	11	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
DTNA	Q9Y4J8		hsa-miR-146b-5p	0.562423784377656	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|PACCMIT|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|mirzag|RNA22
LIN9	Q5TKA1		hsa-miR-205-3p	0.562169598772822	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
SORT1	Q99523		hsa-miR-146b-5p	0.562119382841703	12	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
PI15	O43692		hsa-miR-126-5p	0.561894361553434	6	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
USP13	Q92995		hsa-miR-205-5p	0.561528644970052	10	Very High	bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
NKD1	Q969G9		hsa-miR-205-5p	0.561510398708133	8	Very High	Cupid|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|PITA_May_2021|RNA22|TargetScan_v7_2
ENPP4	Q9Y6X5		hsa-miR-205-5p	0.561459143241044	9	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|TargetScan_v7_2
TAB2	Q9NYJ8		hsa-miR-30a-3p	0.561298651463334	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
ANKH	Q9HCJ1		hsa-miR-30a-3p	0.560780587351229	11	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
LYN	P07948		hsa-miR-205-5p	0.560735973892363	9	Very High	MBStar|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
STC1	P52823		hsa-miR-146b-5p	0.560553751583565	10	Very High	Cupid|MBStar|MultiMiTar|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|mirzag|RNA22|TargetScan_v7_2
TFDP1	Q14186		hsa-miR-30a-3p	0.5604086865598	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CACNB4	O00305		hsa-miR-30a-3p	0.560111021464492	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
GJA1	P17302		hsa-miR-30a-3p	0.560075216885772	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
TNRC6C	Q9HCJ0		hsa-miR-205-5p	0.560005034971643	9	Very High	PACCMIT|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ROBO1	Q9Y6N7		hsa-miR-30a-3p	0.559892162286324	10	Very High	Cupid|MBStar|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
SEMA3C	Q99985		hsa-miR-30a-3p	0.55901477269226	9	Very High	MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ZNF606	Q8WXB4		hsa-miR-205-5p	0.558885524840885	8	Very High	MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PPP1R11	O60927		hsa-miR-146b-5p	0.558031767326637	12	Very High	MBStar|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
LIN9	Q5TKA1		hsa-miR-30a-3p	0.55800855826557	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
MBTD1	Q05BQ5		hsa-miR-30a-3p	0.557746032718953	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
IGF2R	P11717		hsa-miR-146b-5p	0.55766687409146	10	Very High	Cupid|MBStar|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
CDKN1B	P46527		hsa-miR-30d-3p	0.557439468411005	7	Very High	Cupid|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CCK	P06307		hsa-miR-146b-5p	0.556998225740457	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|MirAncesTar|mirCoX|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|mirzag|PITA_May_2021
CSPP1	Q1MSJ5		hsa-miR-205-5p	0.556808290393845	9	Very High	MirTar2|miRTar2GO|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
TSC22D1	Q15714		hsa-miR-205-5p	0.556666420863144	8	Very High	Cupid|MBStar|PACCMIT|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
RELCH	Q9P260		hsa-miR-205-3p	0.556575515554276	10	Very High	MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
UBE2G1	P62253		hsa-miR-30d-3p	0.556521599105411	6	Very High	MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
MR1	Q95460		hsa-miR-126-5p	0.556290248100919	7	Very High	MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CALHM5	Q8N5C1		hsa-miR-146b-5p	0.556067662472026	13	Very High	MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
ZFAND5	O76080		hsa-miR-146b-5p	0.556030591408439	13	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|RNA22
LIN9	Q5TKA1		hsa-miR-30d-3p	0.555003108746007	8	Very High	Cupid|MBStar|MirTar2|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
MED13	Q9UHV7		hsa-miR-205-5p	0.554962847654669	9	Very High	Cupid|MirTar2|PACCMIT|miRTar2GO|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|RNA22
NRP2	O60462		hsa-miR-146b-5p	0.554337408762042	11	Very High	MBStar|MultiMiTar|PACCMIT|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|MiRNATIP|mirzag|RNA22|TargetScan_v7_2
ZNF532	Q9HCE3		hsa-miR-146b-5p	0.554256921946041	10	Very High	MBStar|MultiMiTar|PACCMIT|MirAncesTar|mirCoX|miranda_May_2021|mirmap_May_2021|mirzag|RNA22|TargetScan_v7_2
PRKCE	Q02156		hsa-miR-146b-5p	0.55425292999233	14	Very High	MBStar|MirTar2|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22
CREBL2	O60519		hsa-miR-146b-5p	0.554119718368886	12	Very High	Cupid|MBStar|MirTar2|MultiMiTar|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag
TBC1D20	Q96BZ9		hsa-miR-146b-5p	0.554115054439939	11	Very High	MBStar|MirTar2|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
CPED1	A4D0V7		hsa-miR-205-3p	0.55407171788017	10	Very High	Cupid|MBStar|MirTar2|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
PTPRD	P23468		hsa-miR-30d-3p	0.554010534180519	10	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
ELF2	Q15723		hsa-miR-205-3p	0.553901579191814	8	Very High	Cupid|MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
AAK1	Q2M2I8		hsa-miR-30a-3p	0.553749773723475	9	Very High	MBStar|MirTar2|bitargeting_May_2021|miRTar2GO|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|RNA22
ORC5	O43913		hsa-miR-30a-3p	0.553619690159914	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
MMP16	P51512		hsa-miR-126-5p	0.553526375247148	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
ZBTB44	Q8NCP5		hsa-miR-205-3p	0.553489291937216	8	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
CCDC6	Q16204		hsa-miR-146b-5p	0.553160330233544	12	Very High	MBStar|MultiMiTar|bitargeting_May_2021|miRTar2GO|MirAncesTar|mirCoX|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|TargetScan_v7_2
EIF3J	O75822		hsa-miR-126-5p	0.553147884971588	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|mirzag
APC	P25054		hsa-miR-205-3p	0.553026559826473	9	Very High	MBStar|MirTar2|PACCMIT|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
RYR3	Q15413		hsa-miR-205-3p	0.552099336635959	11	Very High	Cupid|MBStar|MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|RNA22
DYNLT1	P63172		hsa-miR-205-3p	0.551921807894952	8	Very High	MirTar2|PACCMIT|bitargeting_May_2021|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag
